,word_from,lemma,pos
442,взлезла,взлезать,"V,нп=прош,ед,изъяв,жен,сов"
443,горы,гора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
444,блеске,блеск,"S,муж,неод=пр,ед"
445,сияет,сиять,"V,несов,нп=непрош,ед,изъяв,3-л"
446,желанье,желание,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
447,богами,бог,"S,муж,од=твор,мн"
448,дугою,дуга,"S,жен,неод=твор,ед"
449,другая,другой,"APRO=им,ед,жен"
450,поменьше,мало,ADV=срав
451,склоняясь,склоняться,"V,нп=непрош,деепр,несов"
452,голубочки,голубочек,"S,муж,од=им,мн"
453,витают,витать,"V,несов,нп=непрош,мн,изъяв,3-л"
454,Устрашенны,устрашенный,"A=мн,кр"
455,блеском,блеск,"S,муж,неод=твор,ед"
456,слетают,слетать,"V,сов=непрош,мн,изъяв,3-л"
457,приюта,приют,"S,муж,неод=род,ед"
458,улетели,улетать,"V,нп=прош,мн,изъяв,сов"
459,явленья,явление,"S,сред,неод=(вин,мн|род,ед|им,мн)"
460,успела,успевать,"V,нп=прош,ед,изъяв,жен,сов"
461,увидеть,увидеть,"V,сов,пе=инф"
462,воркуют,ворковать,"V,несов,нп=непрош,мн,изъяв,3-л"
463,обращаясь,обращаться,"V,нп=непрош,деепр,несов"
464,мною,я,"SPRO,ед,1-л=твор"
465,поминутной,поминутный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
466,вышли,выходить,"V,нп=прош,мн,изъяв,сов"
467,желают,желать,"V,несов,пе=непрош,мн,изъяв,3-л"
468,ними,они,"SPRO,мн=твор"
469,бестолковы,бестолковый,"A=мн,кр"
470,загляделась,заглядываться,"V,нп=прош,ед,изъяв,жен,сов"
471,случай,случай,"S,муж,неод=(вин,ед|им,ед)"
472,полюбоваться,полюбоваться,"V,сов,нп=инф"
473,меньшая,меньшой,"A,полн=им,ед,жен"
474,стала,становиться,"V,нп=прош,ед,изъяв,жен,сов"
475,заворковали,заворковать,"V,сов,нп=прош,мн,изъяв"
476,ведите,вести,"V,несов,пе=мн,пов,2-л"
477,вами,вы,"SPRO,мн,2-л=твор"
478,стадо,стадо,"S,сред,неод=(вин,ед|им,ед)"
479,покойно,покойно,ADV=
480,возврата,возврат,"S,муж,неод=род,ед"
481,дева,дева,"S,жен,од=им,ед"
482,четою,чета,"S,жен,неод=твор,ед"
483,пригорку,пригорок,"S,муж,неод=дат,ед"
484,подошве,подошва,"S,жен,неод=(пр,ед|дат,ед)"
485,меньшая,меньшой,"A,полн=им,ед,жен"
486,скрылась,скрываться,"V,нп=прош,ед,изъяв,жен,сов"
487,долго,долго,ADV=
488,пеняет,пенять,"V,несов,нп=непрош,ед,изъяв,3-л"
489,грусти,грусть,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
490,рожденьем,рождение,"S,сред,неод=твор,ед"
491,великолепной,великолепный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
492,застала,заставать,"V,пе=прош,ед,изъяв,жен,сов"
493,посмотрим,посмотреть,"V,сов,пе=(непрош,мн,изъяв,1-л|мн,пов,1-л)"
494,сияла,сиять,"V,несов,нп=прош,ед,изъяв,жен"
495,дева,дева,"S,жен,од=им,ед"
496,быстро,быстро,ADV=
497,нам,мы,"SPRO,мн,1-л=дат"
498,приятный,приятный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
499,узрела,узреть,"V,сов,пе=прош,ед,изъяв,жен"
500,влажном,влажный,"A=(пр,ед,полн,муж|пр,ед,полн,сред)"
501,напечатленны,напечатленный,"A=мн,кр"
502,оных,оный,"APRO=(пр,мн|род,мн|вин,мн,од)"
503,имя,имя,"S,сред,неод=(вин,ед|им,ед)"
504,Ириды,ирида,"S,имя,жен,од=(род,ед|им,мн)"
505,Фракиянки,фракиянка,"S,жен,неод=(вин,мн|род,ед|им,мн)"
506,Орфея,орфей,"S,имя,муж,од=(вин,ед|род,ед)"
507,посмеяньем,посмеяние,"S,сред,неод=твор,ед"
508,лиру,лира,"S,жен,неод=вин,ед"
509,волны,волна,"S,жен,неод=(вин,мн|род,ед|им,мн)"
510,побросали,побросать,"V,сов,пе=прош,мн,изъяв"
511,смертоносны,смертоносный,"A=мн,кр"
512,стрелы,стрела,"S,жен,неод=(вин,мн|род,ед|им,мн)"
513,лука,лука,"S,жен,неод=им,ед"
514,Феба,феб,"S,имя,муж,од=(вин,ед|род,ед)"
515,псами,пес,"S,муж,од=твор,мн"
516,всадник,всадник,"S,муж,од=им,ед"
517,земледелец,земледелец,"S,муж,од=им,ед"
518,струилось,струиться,"V,несов,нп=прош,ед,изъяв,сред"
519,чистой,чистый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
520,крови,кровь,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
521,фимиама,фимиам,"S,муж,неод=род,ед"
522,храмы,храм,"S,муж,неод=(вин,мн|им,мн)"
523,боги,бог,"S,муж,од=им,мн"
524,прошенья,прошение,"S,сред,неод=(вин,мн|род,ед|им,мн)"
525,мученьи,мучение,"S,сред,неод=пр,ед"
526,минул,минуть,"V,сов,пе=прош,ед,изъяв,муж"
527,моленью,моление,"S,сред,неод=дат,ед"
528,Феба,феб,"S,имя,муж,од=(вин,ед|род,ед)"
529,Орфея,орфей,"S,имя,муж,од=(вин,ед|род,ед)"
530,собою,себя,SPRO=твор
531,жертвы,жертва,"S,жен,неод=(вин,мн|род,ед|им,мн)"
532,Феба,феб,"S,имя,муж,од=(вин,ед|род,ед)"
533,перестанут,переставать,"V,нп=непрош,мн,изъяв,3-л,сов"
534,лира,лира,"S,жен,неод=им,ед"
535,голос,голос,"S,муж,неод=(вин,ед|им,ед)"
536,цветочек,цветочек,"S,муж,неод=(вин,ед|им,ед)"
537,Ироя,ирой,"S,муж,од=(вин,ед|род,ед)"
538,страха,страх,"S,муж,неод=род,ед"
539,взорах,взор,"S,муж,неод=пр,мн"
540,внимали,внимать,"V,нп=прош,мн,изъяв,несов"
541,Аполла,аполл,"S,имя,муж,од=(вин,ед|род,ед)"
542,уповая,уповать,"V,несов,нп=непрош,деепр"
543,мореходный,мореходный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
544,пучинный,пучинный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
545,овнами,овен,"S,муж,од=твор,мн"
546,нарядом,наряд,"S,муж,неод=твор,ед"
547,златыми,златой,"A=твор,мн,полн"
548,ароматов,аромат,"S,муж,неод=род,мн"
549,поседелый,поседелый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
550,плечистым,плечистый,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
551,брегу,брег,"S,муж,неод=дат,ед"
552,ровны,ровный,"A=мн,кр"
553,рассекают,рассекать,"V=непрош,мн,изъяв,3-л,несов,пе"
554,волны,волна,"S,жен,неод=(вин,мн|род,ед|им,мн)"
555,потока,поток,"S,муж,неод=род,ед"
556,солнца,солнце,"S,сред,неод=(вин,мн|род,ед|им,мн)"
557,заката,закат,"S,муж,неод=род,ед"
558,предаваясь,предаваться,"V,нп=непрош,деепр,несов"
559,Геброса,геброс,"S,муж,неод=род,ед"
560,всяком,всякий,"APRO=(пр,ед,полн,муж|пр,ед,полн,сред)"
561,месте,место,"S,сред,неод=пр,ед"
562,Орфея,орфей,"S,имя,муж,од=(вин,ед|род,ед)"
563,повсюду,повсюду,ADV=
564,напрасно,напрасно,ADV=
565,добиваться,добиваться,"V,нп=инф,несов"
566,Пиита,пиит,"S,муж,од=(вин,ед|род,ед)"
567,богами,бог,"S,муж,од=твор,мн"
568,воссияньи,воссияние,"S,сред,неод=пр,ед"
569,поле,поле,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
570,явился,являться,"V,нп=прош,ед,изъяв,муж,сов"
571,окруженный,окружать,"V,пе=(прош,вин,ед,прич,полн,муж,сов,страд,неод|прош,им,ед,прич,полн,муж,сов,страд)"
572,столбами,столб,"S,муж,неод=твор,мн"
573,положили,полагать,"V,пе=прош,мн,изъяв,сов"
574,богаты,богатый,"A=мн,кр"
575,богини,богиня,"S,жен,од=(род,ед|им,мн)"
576,вопрошали,вопрошать,"V=прош,мн,изъяв,несов,пе"
577,добраться,добираться,"V,нп=инф,сов"
578,могилы,могила,"S,жен,неод=(вин,мн|род,ед|им,мн)"
579,камень,камень,"S,муж,неод=(вин,ед|им,ед)"
580,туманных,туманный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
581,золотая,золотой,"A=им,ед,полн,жен"
582,неба,небо,"S,сред,неод=(вин,мн|род,ед|им,мн)"
583,вечно,вечно,ADV=
584,тучей,туча,"S,жен,неод=твор,ед"
585,смежен,смежать,"V,пе=прош,ед,прич,кр,муж,сов,страд"
586,землею,земля,"S,жен,неод=твор,ед"
587,минул,минуть,"V,сов,пе=прош,ед,изъяв,муж"
588,зрела,зреть,"V,несов,нп=прош,ед,изъяв,жен"
589,человечью,человечий,"A,полн=вин,ед,жен"
590,трупа,труп,"S,муж,неод=род,ед"
